AZ,Total,  44475.4973,405
AZ,  tr1,  36355.9895,399
AZ,  tr2,   8119.5078,  6
*B,Total,1171962.2002, 91
*B,  tr1,1051660.0695, 75
*B,  tr2, 120302.1307, 16
